part_id	section_id	paragraph_id	sentence_id	content
1	1	5	2	古い燻ぶり返った藁葺の間を通り抜けて磯へ下りると、この辺にこれほどの都会人種が住んでいるかと思うほど、避暑に来た男や女で砂の上が動いていた。
1	1	5	3	ある時は海の中が銭湯のように黒い頭でごちゃごちゃしている事もあった。
1	1	5	4	その中に知った人を一人ももたない私も、こういう賑やかな景色の中に裹まれて、砂の上に寝そべってみたり、膝頭を波に打たしてそこいらを跳ね廻るのは愉快であった。
1	1	6	1	私は実に先生をこの雑沓の間に見付け出したのである。
1	1	6	2	その時海岸には掛茶屋が二軒あった。
1	1	6	3	私はふとした機会からその一軒の方に行き慣れていた。
1	1	6	4	長谷辺に大きな別荘を構えている人と違って、各自に専有の着換場を拵えていないここいらの避暑客には、ぜひともこうした共同着換所といった風なものが必要なのであった。
1	1	6	5	彼らはここで茶を飲み、ここで休息する外に、ここで海水着を洗濯させたり、ここで鹹はゆい身体を清めたり、ここへ帽子や傘を預けたりするのである。
1	1	6	6	海水着を持たない私にも持物を盗まれる恐れはあったので、私は海へはいるたびにその茶屋へ一切を脱ぎ棄てる事にしていた。
1	2	7	1	私がその掛茶屋で先生を見た時は、先生がちょうど着物を脱いでこれから海へ入ろうとするところであった。
1	2	7	2	私はその時反対に濡れた身体を風に吹かして水から上がって来た。
1	2	7	3	二人の間には目を遮る幾多の黒い頭が動いていた。
1	2	7	4	特別の事情のない限り、私はついに先生を見逃したかも知れなかった。
1	2	7	5	それほど浜辺が混雑し、それほど私の頭が放漫であったにもかかわらず、私がすぐ先生を見付け出したのは、先生が一人の西洋人を伴れていたからである。
1	2	8	1	その西洋人の優れて白い皮膚の色が、掛茶屋へ入るや否や、すぐ私の注意を惹いた。
1	2	8	2	純粋の日本の浴衣を着ていた彼は、それを床几の上にすぽりと放り出したまま、腕組みをして海の方を向いて立っていた。
1	2	8	3	彼は我々の穿く猿股一つの外何物も肌に着けていなかった。
1	2	8	4	私にはそれが第一不思議だった。
1	2	8	5	私はその二日前に由井が浜まで行って、砂の上にしゃがみながら、長い間西洋人の海へ入る様子を眺めていた。
1	2	8	6	私の尻をおろした所は少し小高い丘の上で、そのすぐ傍がホテルの裏口になっていたので、私の凝としている間に、大分多くの男が塩を浴びに出て来たが、いずれも胴と腕と股は出していなかった。
1	2	8	7	女は殊更肉を隠しがちであった。
1	2	8	8	大抵は頭に護謨製の頭巾を被って、海老茶や紺や藍の色を波間に浮かしていた。
1	2	8	9	そういう有様を目撃したばかりの私の眼には、猿股一つで済まして皆なの前に立っているこの西洋人がいかにも珍しく見えた。
1	2	9	1	彼はやがて自分の傍を顧みて、そこにこごんでいる日本人に、一言二言何かいった。
1	2	9	2	その日本人は砂の上に落ちた手拭を拾い上げているところであったが、それを取り上げるや否や、すぐ頭を包んで、海の方へ歩き出した。
1	2	9	3	その人がすなわち先生であった。
1	2	10	1	私は単に好奇心のために、並んで浜辺を下りて行く二人の後姿を見守っていた。
1	2	10	2	すると彼らは真直に波の中に足を踏み込んだ。
1	2	10	3	そうして遠浅の磯近くにわいわい騒いでいる多人数の間を通り抜けて、比較的広々した所へ来ると、二人とも泳ぎ出した。
1	2	10	4	彼らの頭が小さく見えるまで沖の方へ向いて行った。
1	2	10	5	それから引き返してまた一直線に浜辺まで戻って来た。
1	2	10	6	掛茶屋へ帰ると、井戸の水も浴びずに、すぐ身体を拭いて着物を着て、さっさとどこへか行ってしまった。
1	2	11	1	彼らの出て行った後、私はやはり元の床几に腰をおろして烟草を吹かしていた。
1	2	11	2	その時私はぽかんとしながら先生の事を考えた。
1	2	11	3	どうもどこかで見た事のある顔のように思われてならなかった。
1	2	11	4	しかしどうしてもいつどこで会った人か想い出せずにしまった。
1	2	12	1	その時の私は屈托がないというよりむしろ無聊に苦しんでいた。
1	2	12	2	それで翌日もまた先生に会った時刻を見計らって、わざわざ掛茶屋まで出かけてみた。
1	2	12	3	すると西洋人は来ないで先生一人麦藁帽を被ってやって来た。
1	2	12	4	先生は眼鏡をとって台の上に置いて、すぐ手拭で頭を包んで、すたすた浜を下りて行った。
1	2	12	5	先生が昨日のように騒がしい浴客の中を通り抜けて、一人で泳ぎ出した時、私は急にその後が追い掛けたくなった。
1	2	12	6	私は浅い水を頭の上まで跳かして相当の深さの所まで来て、そこから先生を目標に抜手を切った。
1	2	12	7	すると先生は昨日と違って、一種の弧線を描いて、妙な方向から岸の方へ帰り始めた。
1	2	12	8	それで私の目的はついに達せられなかった。
1	2	12	9	私が陸へ上がって雫の垂れる手を振りながら掛茶屋に入ると、先生はもうちゃんと着物を着て入れ違いに外へ出て行った。
1	3	13	1	私は次の日も同じ時刻に浜へ行って先生の顔を見た。
1	3	13	2	その次の日にもまた同じ事を繰り返した。
1	3	13	3	けれども物をいい掛ける機会も、挨拶をする場合も、二人の間には起らなかった。
1	3	13	4	その上先生の態度はむしろ非社交的であった。
1	3	13	5	一定の時刻に超然として来て、また超然と帰って行った。
1	3	13	6	周囲がいくら賑やかでも、それにはほとんど注意を払う様子が見えなかった。
1	3	13	7	最初いっしょに来た西洋人はその後まるで姿を見せなかった。
1	3	13	8	先生はいつでも一人であった。
1	3	14	1	或る時先生が例の通りさっさと海から上がって来て、いつもの場所に脱ぎ棄てた浴衣を着ようとすると、どうした訳か、その浴衣に砂がいっぱい着いていた。
1	3	14	2	先生はそれを落すために、後ろ向きになって、浴衣を二、三度振った。
1	3	14	3	すると着物の下に置いてあった眼鏡が板の隙間から下へ落ちた。
1	3	14	4	先生は白絣の上へ兵児帯を締めてから、眼鏡の失くなったのに気が付いたと見えて、急にそこいらを探し始めた。
1	3	14	5	私はすぐ腰掛の下へ首と手を突ッ込んで眼鏡を拾い出した。
1	3	14	6	先生は有難うといって、それを私の手から受け取った。
1	3	15	1	次の日私は先生の後につづいて海へ飛び込んだ。
1	3	15	2	そうして先生といっしょの方角に泳いで行った。
1	3	15	3	二丁ほど沖へ出ると、先生は後ろを振り返って私に話し掛けた。
1	3	15	4	広い蒼い海の表面に浮いているものは、その近所に私ら二人より外になかった。
1	3	15	5	そうして強い太陽の光が、眼の届く限り水と山とを照らしていた。
1	3	15	6	私は自由と歓喜に充ちた筋肉を動かして海の中で躍り狂った。
1	3	15	7	先生はまたぱたりと手足の運動を已めて仰向けになったまま浪の上に寝た。
1	3	15	8	私もその真似をした。
1	3	15	9	青空の色がぎらぎらと眼を射るように痛烈な色を私の顔に投げ付けた。
1	3	15	10	「愉快ですね」と私は大きな声を出した。
1	3	16	1	しばらくして海の中で起き上がるように姿勢を改めた先生は、「もう帰りませんか」といって私を促した。
1	3	16	2	比較的強い体質をもった私は、もっと海の中で遊んでいたかった。
1	3	16	3	しかし先生から誘われた時、私はすぐ「ええ帰りましょう」と快く答えた。
1	3	16	4	そうして二人でまた元の路を浜辺へ引き返した。
1	3	17	1	私はこれから先生と懇意になった。
1	3	17	2	しかし先生がどこにいるかはまだ知らなかった。
1	3	18	1	それから中二日おいてちょうど三日目の午後だったと思う。
1	3	18	2	先生と掛茶屋で出会った時、先生は突然私に向かって、「君はまだ大分長くここにいるつもりですか」と聞いた。
1	3	18	3	考えのない私はこういう問いに答えるだけの用意を頭の中に蓄えていなかった。
1	3	18	4	それで「どうだか分りません」と答えた。
1	3	18	5	しかしにやにや笑っている先生の顔を見た時、私は急に極りが悪くなった。
1	3	18	6	「先生は？」と聞き返さずにはいられなかった。
1	3	18	7	これが私の口を出た先生という言葉の始まりである。
1	3	19	1	私はその晩先生の宿を尋ねた。
1	3	19	2	宿といっても普通の旅館と違って、広い寺の境内にある別荘のような建物であった。
1	3	19	3	そこに住んでいる人の先生の家族でない事も解った。
1	3	19	4	私が先生先生と呼び掛けるので、先生は苦笑いをした。
1	3	19	5	私はそれが年長者に対する私の口癖だといって弁解した。
1	3	19	6	私はこの間の西洋人の事を聞いてみた。
1	3	19	7	先生は彼の風変りのところや、もう鎌倉にいない事や、色々の話をした末、日本人にさえあまり交際をもたないのに、そういう外国人と近付きになったのは不思議だといったりした。
1	3	19	8	私は最後に先生に向かって、どこかで先生を見たように思うけれども、どうしても思い出せないといった。
1	3	19	9	若い私はその時暗に相手も私と同じような感じを持っていはしまいかと疑った。
1	3	19	10	そうして腹の中で先生の返事を予期してかかった。
1	3	19	11	ところが先生はしばらく沈吟したあとで、「どうも君の顔には見覚えがありませんね。
1	3	19	12	人違いじゃないですか」といったので私は変に一種の失望を感じた。
1	4	20	1	私は月の末に東京へ帰った。
1	4	20	2	先生の避暑地を引き上げたのはそれよりずっと前であった。
1	4	20	3	私は先生と別れる時に、「これから折々お宅へ伺っても宜ござんすか」と聞いた。
1	4	20	4	先生は単簡にただ「ええいらっしゃい」といっただけであった。
1	4	20	5	その時分の私は先生とよほど懇意になったつもりでいたので、先生からもう少し濃かな言葉を予期して掛ったのである。
1	4	20	6	それでこの物足りない返事が少し私の自信を傷めた。
1	4	21	1	私はこういう事でよく先生から失望させられた。
1	4	21	2	先生はそれに気が付いているようでもあり、また全く気が付かないようでもあった。
1	4	21	3	私はまた軽微な失望を繰り返しながら、それがために先生から離れて行く気にはなれなかった。
1	4	21	4	むしろそれとは反対で、不安に揺かされるたびに、もっと前へ進みたくなった。
1	4	21	5	もっと前へ進めば、私の予期するあるものが、いつか眼の前に満足に現われて来るだろうと思った。
1	4	21	6	私は若かった。
1	4	21	7	けれどもすべての人間に対して、若い血がこう素直に働こうとは思わなかった。
1	4	21	8	私はなぜ先生に対してだけこんな心持が起るのか解らなかった。
1	4	21	9	それが先生の亡くなった今日になって、始めて解って来た。
1	4	21	10	先生は始めから私を嫌っていたのではなかったのである。
1	4	21	11	先生が私に示した時々の素気ない挨拶や冷淡に見える動作は、私を遠ざけようとする不快の表現ではなかったのである。
1	4	21	12	傷ましい先生は、自分に近づこうとする人間に、近づくほどの価値のないものだから止せという警告を与えたのである。
1	4	21	13	他の懐かしみに応じない先生は、他を軽蔑する前に、まず自分を軽蔑していたものとみえる。
1	4	22	1	私は無論先生を訪ねるつもりで東京へ帰って来た。
1	4	22	2	帰ってから授業の始まるまでにはまだ二週間の日数があるので、そのうちに一度行っておこうと思った。
1	4	22	3	しかし帰って二日三日と経つうちに、鎌倉にいた時の気分が段々薄くなって来た。
1	4	22	4	そうしてその上に彩られる大都会の空気が、記憶の復活に伴う強い刺戟と共に、濃く私の心を染め付けた。
1	4	22	5	私は往来で学生の顔を見るたびに新しい学年に対する希望と緊張とを感じた。
1	4	22	6	私はしばらく先生の事を忘れた。
1	4	23	1	授業が始まって、一カ月ばかりすると私の心に、また一種の弛みができてきた。
1	4	23	2	私は何だか不足な顔をして往来を歩き始めた。
1	4	23	3	物欲しそうに自分の室の中を見廻した。
1	4	23	4	私の頭には再び先生の顔が浮いて出た。
1	4	23	5	私はまた先生に会いたくなった。
1	4	24	1	始めて先生の宅を訪ねた時、先生は留守であった。
1	4	24	2	二度目に行ったのは次の日曜だと覚えている。
1	4	24	3	晴れた空が身に沁み込むように感ぜられる好い日和であった。
1	4	24	4	その日も先生は留守であった。
1	4	24	5	鎌倉にいた時、私は先生自身の口から、いつでも大抵宅にいるという事を聞いた。
1	4	24	6	むしろ外出嫌いだという事も聞いた。
1	4	24	7	二度来て二度とも会えなかった私は、その言葉を思い出して、理由もない不満をどこかに感じた。
1	4	24	8	私はすぐ玄関先を去らなかった。
1	4	24	9	下女の顔を見て少し躊躇してそこに立っていた。
1	4	24	10	この前名刺を取り次いだ記憶のある下女は、私を待たしておいてまた内へはいった。
1	4	24	11	すると奥さんらしい人が代って出て来た。
1	4	24	12	美しい奥さんであった。
1	4	25	1	私はその人から鄭寧に先生の出先を教えられた。
1	4	25	2	先生は例月その日になると雑司ヶ谷の墓地にある或る仏へ花を手向けに行く習慣なのだそうである。
1	4	25	3	「たった今出たばかりで、十分になるか、ならないかでございます」と奥さんは気の毒そうにいってくれた。
1	4	25	4	私は会釈して外へ出た。
1	4	25	5	賑かな町の方へ一丁ほど歩くと、私も散歩がてら雑司ヶ谷へ行ってみる気になった。
1	4	25	6	先生に会えるか会えないかという好奇心も動いた。
1	4	25	7	それですぐ踵を回らした。
1	5	26	1	私は墓地の手前にある苗畠の左側からはいって、両方に楓を植え付けた広い道を奥の方へ進んで行った。
1	5	26	2	するとその端れに見える茶店の中から先生らしい人がふいと出て来た。
1	5	26	3	私はその人の眼鏡の縁が日に光るまで近く寄って行った。
1	5	26	4	そうして出し抜けに「先生」と大きな声を掛けた。
1	5	26	5	先生は突然立ち留まって私の顔を見た。
1	5	27	1	「どうして……、どうして……」。
1	5	28	1	先生は同じ言葉を二遍繰り返した。
1	5	28	2	その言葉は森閑とした昼の中に異様な調子をもって繰り返された。
1	5	28	3	私は急に何とも応えられなくなった。
1	5	29	1	「私の後を跟けて来たのですか。
1	5	29	2	どうして……」。
1	5	30	1	先生の態度はむしろ落ち付いていた。
1	5	30	2	声はむしろ沈んでいた。
1	5	30	3	けれどもその表情の中には判然いえないような一種の曇りがあった。
1	5	31	1	私は私がどうしてここへ来たかを先生に話した。
1	5	32	1	「誰の墓へ参りに行ったか、妻がその人の名をいいましたか」。
1	5	33	1	「いいえ、そんな事は何もおっしゃいません」。
1	5	34	1	「そうですか。
1	5	34	2	――そう、それはいうはずがありませんね、始めて会ったあなたに。
1	5	34	3	いう必要がないんだから」。
1	5	35	1	先生はようやく得心したらしい様子であった。
1	5	35	2	しかし私にはその意味がまるで解らなかった。
1	5	36	1	先生と私は通りへ出ようとして墓の間を抜けた。
1	5	36	2	依撒伯拉何々の墓だの、神僕ロギンの墓だのという傍に、一切衆生悉有仏生と書いた塔婆などが建ててあった。
1	5	36	3	全権公使何々というのもあった。
1	5	36	4	私は安得烈と彫り付けた小さい墓の前で、「これは何と読むんでしょう」と先生に聞いた。
1	5	36	5	「アンドレとでも読ませるつもりでしょうね」といって先生は苦笑した。
1	5	37	1	先生はこれらの墓標が現わす人種々の様式に対して、私ほどに滑稽もアイロニーも認めてないらしかった。
1	5	37	2	私が丸い墓石だの細長い御影の碑だのを指して、しきりにかれこれいいたがるのを、始めのうちは黙って聞いていたが、しまいに「あなたは死という事実をまだ真面目に考えた事がありませんね」といった。
1	5	37	3	私は黙った。
1	5	37	4	先生もそれぎり何ともいわなくなった。
1	5	38	1	墓地の区切り目に、大きな銀杏が一本空を隠すように立っていた。
1	5	38	2	その下へ来た時、先生は高い梢を見上げて、「もう少しすると、綺麗ですよ。
1	5	38	3	この木がすっかり黄葉して、ここいらの地面は金色の落葉で埋まるようになります」といった。
1	5	38	4	先生は月に一度ずつは必ずこの木の下を通るのであった。
1	5	39	1	向うの方で凸凹の地面をならして新墓地を作っている男が、鍬の手を休めて私たちを見ていた。
1	5	39	2	私たちはそこから左へ切れてすぐ街道へ出た。
1	5	40	1	これからどこへ行くという目的のない私は、ただ先生の歩く方へ歩いて行った。
1	5	40	2	先生はいつもより口数を利かなかった。
1	5	40	3	それでも私はさほどの窮屈を感じなかったので、ぶらぶらいっしょに歩いて行った。
1	5	41	1	「すぐお宅へお帰りですか」。
1	5	42	1	「ええ別に寄る所もありませんから」。
1	5	43	1	二人はまた黙って南の方へ坂を下りた。
1	5	44	1	「先生のお宅の墓地はあすこにあるんですか」と私がまた口を利き出した。
1	5	45	1	「いいえ」。
1	5	46	1	「どなたのお墓があるんですか。
1	5	46	2	――ご親類のお墓ですか」。
1	5	47	1	「いいえ」。
1	5	48	1	先生はこれ以外に何も答えなかった。
1	5	48	2	私もその話はそれぎりにして切り上げた。
1	5	48	3	すると一町ほど歩いた後で、先生が不意にそこへ戻って来た。
1	5	49	1	「あすこには私の友達の墓があるんです」。
1	5	50	1	「お友達のお墓へ毎月お参りをなさるんですか」。
1	5	51	1	「そうです」。
1	5	52	1	先生はその日これ以外を語らなかった。
1	6	53	1	私はそれから時々先生を訪問するようになった。
1	6	53	2	行くたびに先生は在宅であった。
1	6	53	3	先生に会う度数が重なるにつれて、私はますます繁く先生の玄関へ足を運んだ。
1	6	54	1	けれども先生の私に対する態度は初めて挨拶をした時も、懇意になったその後も、あまり変りはなかった。
1	6	54	2	先生は何時も静かであった。
1	6	54	3	ある時は静か過ぎて淋しいくらいであった。
1	6	54	4	私は最初から先生には近づきがたい不思議があるように思っていた。
1	6	54	5	それでいて、どうしても近づかなければいられないという感じが、どこかに強く働いた。
1	6	54	6	こういう感じを先生に対してもっていたものは、多くの人のうちであるいは私だけかも知れない。
1	6	54	7	しかしその私だけにはこの直感が後になって事実の上に証拠立てられたのだから、私は若々しいといわれても、馬鹿げていると笑われても、それを見越した自分の直覚をとにかく頼もしくまた嬉しく思っている。
1	6	54	8	人間を愛し得る人、愛せずにはいられない人、それでいて自分の懐に入ろうとするものを、手をひろげて抱き締める事のできない人、――これが先生であった。
1	6	55	1	今いった通り先生は始終静かであった。
1	6	55	2	落ち付いていた。
1	6	55	3	けれども時として変な曇りがその顔を横切る事があった。
1	6	55	4	窓に黒い鳥影が射すように。
1	6	55	5	射すかと思うと、すぐ消えるには消えたが。
1	6	55	6	私が始めてその曇りを先生の眉間に認めたのは、雑司ヶ谷の墓地で、不意に先生を呼び掛けた時であった。
1	6	55	7	私はその異様の瞬間に、今まで快く流れていた心臓の潮流をちょっと鈍らせた。
1	6	55	8	しかしそれは単に一時の結滞に過ぎなかった。
1	6	55	9	私の心は五分と経たないうちに平素の弾力を回復した。
1	6	55	10	私はそれぎり暗そうなこの雲の影を忘れてしまった。
1	6	55	11	ゆくりなくまたそれを思い出させられたのは、小春の尽きるに間のない或る晩の事であった。
1	6	56	1	先生と話していた私は、ふと先生がわざわざ注意してくれた銀杏の大樹を眼の前に想い浮かべた。
1	6	56	2	勘定してみると、先生が毎月例として墓参に行く日が、それからちょうど三日目に当っていた。
1	6	56	3	その三日目は私の課業が午で終える楽な日であった。
1	6	56	4	私は先生に向かってこういった。
1	6	57	1	「先生雑司ヶ谷の銀杏はもう散ってしまったでしょうか」。
1	6	58	1	「まだ空坊主にはならないでしょう」。
1	6	59	1	先生はそう答えながら私の顔を見守った。
1	6	59	2	そうしてそこからしばし眼を離さなかった。
1	6	59	3	私はすぐいった。
1	6	60	1	「今度お墓参りにいらっしゃる時にお伴をしても宜ござんすか。
1	6	60	2	私は先生といっしょにあすこいらが散歩してみたい」。
1	6	61	1	「私は墓参りに行くんで、散歩に行くんじゃないですよ」。
1	6	62	1	「しかしついでに散歩をなすったらちょうど好いじゃありませんか」。
1	6	63	1	先生は何とも答えなかった。
1	6	63	2	しばらくしてから、「私のは本当の墓参りだけなんだから」といって、どこまでも墓参と散歩を切り離そうとする風に見えた。
1	6	63	3	私と行きたくない口実だか何だか、私にはその時の先生が、いかにも子供らしくて変に思われた。
1	6	63	4	私はなおと先へ出る気になった。
1	6	64	1	「じゃお墓参りでも好いからいっしょに伴れて行って下さい。
1	6	64	2	私もお墓参りをしますから」。
1	6	65	1	実際私には墓参と散歩との区別がほとんど無意味のように思われたのである。
1	6	65	2	すると先生の眉がちょっと曇った。
1	6	65	3	眼のうちにも異様の光が出た。
1	6	65	4	それは迷惑とも嫌悪とも畏怖とも片付けられない微かな不安らしいものであった。
1	6	65	5	私は忽ち雑司ヶ谷で「先生」と呼び掛けた時の記憶を強く思い起した。
1	6	65	6	二つの表情は全く同じだったのである。
1	6	66	1	「私は」と先生がいった。
1	6	66	2	「私はあなたに話す事のできないある理由があって、他といっしょにあすこへ墓参りには行きたくないのです。
1	6	66	3	自分の妻さえまだ伴れて行った事がないのです」。
1	7	67	1	私は不思議に思った。
1	7	67	2	しかし私は先生を研究する気でその宅へ出入りをするのではなかった。
1	7	67	3	私はただそのままにして打ち過ぎた。
1	7	67	4	今考えるとその時の私の態度は、私の生活のうちでむしろ尊むべきものの一つであった。
1	7	67	5	私は全くそのために先生と人間らしい温かい交際ができたのだと思う。
1	7	67	6	もし私の好奇心が幾分でも先生の心に向かって、研究的に働き掛けたなら、二人の間を繋ぐ同情の糸は、何の容赦もなくその時ふつりと切れてしまったろう。
1	7	67	7	若い私は全く自分の態度を自覚していなかった。
1	7	67	8	それだから尊いのかも知れないが、もし間違えて裏へ出たとしたら、どんな結果が二人の仲に落ちて来たろう。
1	7	67	9	私は想像してもぞっとする。
1	7	67	10	先生はそれでなくても、冷たい眼で研究されるのを絶えず恐れていたのである。
1	7	68	1	私は月に二度もしくは三度ずつ必ず先生の宅へ行くようになった。
1	7	68	2	私の足が段々繁くなった時のある日、先生は突然私に向かって聞いた。
1	7	69	1	「あなたは何でそうたびたび私のようなものの宅へやって来るのですか」。
1	7	70	1	「何でといって、そんな特別な意味はありません。
1	7	70	2	――しかしお邪魔なんですか」。
1	7	71	1	「邪魔だとはいいません」。
1	7	72	1	なるほど迷惑という様子は、先生のどこにも見えなかった。
1	7	72	2	私は先生の交際の範囲の極めて狭い事を知っていた。
1	7	72	3	先生の元の同級生などで、その頃東京にいるものはほとんど二人か三人しかないという事も知っていた。
1	7	72	4	先生と同郷の学生などには時たま座敷で同座する場合もあったが、彼らのいずれもは皆な私ほど先生に親しみをもっていないように見受けられた。
1	7	73	1	「私は淋しい人間です」と先生がいった。
1	7	73	2	「だからあなたの来て下さる事を喜んでいます。
1	7	73	3	だからなぜそうたびたび来るのかといって聞いたのです」。
1	7	74	1	「そりゃまたなぜです」。
1	7	75	1	私がこう聞き返した時、先生は何とも答えなかった。
1	7	75	2	ただ私の顔を見て「あなたは幾歳ですか」といった。
1	7	76	1	この問答は私にとってすこぶる不得要領のものであったが、私はその時底まで押さずに帰ってしまった。
1	7	76	2	しかもそれから四日と経たないうちにまた先生を訪問した。
1	7	76	3	先生は座敷へ出るや否や笑い出した。
1	7	77	1	「また来ましたね」といった。
1	7	78	1	「ええ来ました」といって自分も笑った。
1	7	79	1	私は外の人からこういわれたらきっと癪に触ったろうと思う。
1	7	79	2	しかし先生にこういわれた時は、まるで反対であった。
1	7	79	3	癪に触らないばかりでなくかえって愉快だった。
1	7	80	1	「私は淋しい人間です」と先生はその晩またこの間の言葉を繰り返した。
1	7	80	2	「私は淋しい人間ですが、ことによるとあなたも淋しい人間じゃないですか。
1	7	80	3	私は淋しくっても年を取っているから、動かずにいられるが、若いあなたはそうは行かないのでしょう。
1	7	80	4	動けるだけ動きたいのでしょう。
1	7	80	5	動いて何かに打つかりたいのでしょう……」。
1	7	81	1	「私はちっとも淋しくはありません」。
1	7	82	1	「若いうちほど淋しいものはありません。
1	7	82	2	そんならなぜあなたはそうたびたび私の宅へ来るのですか」。
1	7	83	1	ここでもこの間の言葉がまた先生の口から繰り返された。
1	7	84	1	「あなたは私に会ってもおそらくまだ淋しい気がどこかでしているでしょう。
1	7	84	2	私にはあなたのためにその淋しさを根元から引き抜いて上げるだけの力がないんだから。
1	7	84	3	あなたは外の方を向いて今に手を広げなければならなくなります。
1	7	84	4	今に私の宅の方へは足が向かなくなります」。
1	7	85	1	先生はこういって淋しい笑い方をした。
1	8	86	1	幸いにして先生の予言は実現されずに済んだ。
1	8	86	2	経験のない当時の私は、この予言の中に含まれている明白な意義さえ了解し得なかった。
1	8	86	3	私は依然として先生に会いに行った。
1	8	86	4	その内いつの間にか先生の食卓で飯を食うようになった。
1	8	86	5	自然の結果奥さんとも口を利かなければならないようになった。
1	8	87	1	普通の人間として私は女に対して冷淡ではなかった。
1	8	87	2	けれども年の若い私の今まで経過して来た境遇からいって、私はほとんど交際らしい交際を女に結んだ事がなかった。
1	8	87	3	それが源因かどうかは疑問だが、私の興味は往来で出合う知りもしない女に向かって多く働くだけであった。
1	8	87	4	先生の奥さんにはその前玄関で会った時、美しいという印象を受けた。
1	8	87	5	それから会うたんびに同じ印象を受けない事はなかった。
1	8	87	6	しかしそれ以外に私はこれといってとくに奥さんについて語るべき何物ももたないような気がした。
1	8	88	1	これは奥さんに特色がないというよりも、特色を示す機会が来なかったのだと解釈する方が正当かも知れない。
1	8	88	2	しかし私はいつでも先生に付属した一部分のような心持で奥さんに対していた。
1	8	88	3	奥さんも自分の夫の所へ来る書生だからという好意で、私を遇していたらしい。
1	8	88	4	だから中間に立つ先生を取り除ければ、つまり二人はばらばらになっていた。
1	8	88	5	それで始めて知り合いになった時の奥さんについては、ただ美しいという外に何の感じも残っていない。
1	8	89	1	ある時私は先生の宅で酒を飲まされた。
1	8	89	2	その時奥さんが出て来て傍で酌をしてくれた。
1	8	89	3	先生はいつもより愉快そうに見えた。
1	8	89	4	奥さんに「お前も一つお上がり」といって、自分の呑み干した盃を差した。
1	8	89	5	奥さんは「私は……」と辞退しかけた後、迷惑そうにそれを受け取った。
1	8	89	6	奥さんは綺麗な眉を寄せて、私の半分ばかり注いで上げた盃を、唇の先へ持って行った。
1	8	89	7	奥さんと先生の間に下のような会話が始まった。
1	8	90	1	「珍らしい事。
1	8	90	2	私に呑めとおっしゃった事は滅多にないのにね」。
1	8	91	1	「お前は嫌いだからさ。
1	8	91	2	しかし稀には飲むといいよ。
1	8	91	3	好い心持になるよ」。
1	8	92	1	「ちっともならないわ。
1	8	92	2	苦しいぎりで。
1	8	92	3	でもあなたは大変ご愉快そうね、少しご酒を召し上がると」。
1	8	93	1	「時によると大変愉快になる。
1	8	93	2	しかしいつでもというわけにはいかない」。
1	8	94	1	「今夜はいかがです」。
1	8	95	1	「今夜は好い心持だね」。
1	8	96	1	「これから毎晩少しずつ召し上がると宜ござんすよ」。
1	8	97	1	「そうはいかない」。
1	8	98	1	「召し上がって下さいよ。
1	8	98	2	その方が淋しくなくって好いから」。
1	8	99	1	先生の宅は夫婦と下女だけであった。
